,season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2
77,2017,2017-10-22,1849,Dutch Eredivisie,PSV,Heracles,70.54,37.96,0.8131,0.0608,0.1262,3.08,0.77,,,3.0,0.0,,,,,,
254,2017,2018-03-31,1849,Dutch Eredivisie,PSV,NAC,64.38,33.39,0.7777,0.0676,0.1548,2.61,0.64,52.1,11.7,5.0,1.0,,,,,,
26,2017,2017-08-27,1849,Dutch Eredivisie,PSV,Roda JC,64.63,25.48,0.8607,0.0352,0.1041,3.09,0.52,,,2.0,0.0,,,,,,
124,2017,2017-12-03,1849,Dutch Eredivisie,PSV,Sparta,71.31,21.68,0.9168,0.0161,0.0671,3.48,0.36,,,1.0,0.0,,,,,,
98,2017,2017-11-05,1849,Dutch Eredivisie,PSV,Twente,73.0,35.78,0.8423,0.0464,0.1113,3.17,0.67,,,4.0,3.0,,,,,,
226,2017,2018-03-03,1849,Dutch Eredivisie,PSV,Utrecht,68.45,45.15,0.7247,0.0973,0.178,2.5,0.8,45.4,0.1,3.0,0.0,,,,,,
246,2017,2018-03-17,1849,Dutch Eredivisie,PSV,VVV Venlo,63.1,30.15,0.7918,0.0595,0.1487,2.62,0.59,48.3,0.1,3.0,0.0,,,,,,
153,2017,2017-12-23,1849,Dutch Eredivisie,PSV,Vitesse,67.71,47.87,0.6315,0.1495,0.2191,2.16,0.95,44.9,44.9,2.0,1.0,,,,,,
57,2017,2017-09-30,1849,Dutch Eredivisie,PSV,Willem II,67.8,24.67,0.8792,0.0243,0.0965,2.99,0.36,,,4.0,0.0,,,,,,
182,2017,2018-02-03,1849,Dutch Eredivisie,PSV,Zwolle,68.0,37.09,0.7806,0.0632,0.1562,2.54,0.59,61.5,0.8,4.0,0.0,,,,,,
107,2017,2017-11-19,1849,Dutch Eredivisie,Roda JC,AZ,22.64,47.02,0.2239,0.5269,0.2492,1.17,1.91,,,0.0,1.0,,,,,,
193,2017,2018-02-07,1849,Dutch Eredivisie,Roda JC,Ajax,25.61,73.04,0.0832,0.7685,0.1483,0.89,2.91,42.4,45.4,2.0,4.0,,,,,,
300,2017,2018-05-06,1849,Dutch Eredivisie,Roda JC,Den Haag,32.41,34.81,0.4225,0.3151,0.2624,1.7,1.44,0.6,0.0,2.0,3.0,,,,,,
178,2017,2018-01-28,1849,Dutch Eredivisie,Roda JC,Excelsior,22.27,31.2,0.3489,0.3719,0.2792,1.4,1.45,25.5,7.3,2.0,1.0,,,,,,
83,2017,2017-10-28,1849,Dutch Eredivisie,Roda JC,Feyenoord,22.34,57.04,0.1478,0.6352,0.2169,0.95,2.19,,,1.0,1.0,,,,,,
131,2017,2017-12-10,1849,Dutch Eredivisie,Roda JC,Groningen,23.35,38.17,0.3031,0.4294,0.2675,1.36,1.66,,,2.0,2.0,,,,,,
123,2017,2017-12-03,1849,Dutch Eredivisie,Roda JC,Heerenveen,22.21,35.86,0.3095,0.417,0.2735,1.33,1.58,,,2.0,1.0,,,,,,
225,2017,2018-03-02,1849,Dutch Eredivisie,Roda JC,Heracles,24.8,28.33,0.42,0.3288,0.2512,1.82,1.59,37.2,1.5,0.0,3.0,,,,,,
64,2017,2017-10-14,1849,Dutch Eredivisie,Roda JC,NAC,23.55,29.47,0.3838,0.3432,0.2731,1.53,1.43,,,1.0,0.0,,,,,,
282,2017,2018-04-18,1849,Dutch Eredivisie,Roda JC,PSV,27.2,69.8,0.1107,0.7303,0.1589,1.13,2.97,31.4,0.0,2.0,2.0,,,,,,
238,2017,2018-03-10,1849,Dutch Eredivisie,Roda JC,Sparta,22.18,21.19,0.4606,0.2633,0.2761,1.61,1.15,30.5,30.3,0.0,2.0,,,,,,
162,2017,2018-01-20,1849,Dutch Eredivisie,Roda JC,Twente,22.25,35.49,0.3114,0.4293,0.2593,1.45,1.74,31.6,27.2,1.0,1.0,,,,,,
212,2017,2018-02-18,1849,Dutch Eredivisie,Roda JC,Utrecht,27.47,41.29,0.3053,0.4243,0.2704,1.34,1.62,46.5,0.0,1.0,4.0,,,,,,
146,2017,2017-12-16,1849,Dutch Eredivisie,Roda JC,VVV Venlo,24.08,26.06,0.4206,0.2893,0.2901,1.44,1.15,,,0.0,1.0,,,,,,
9,2017,2017-08-18,1849,Dutch Eredivisie,Roda JC,Vitesse,26.63,45.96,0.2614,0.4803,0.2583,1.27,1.8,,,1.0,3.0,,,,,,
39,2017,2017-09-16,1849,Dutch Eredivisie,Roda JC,Willem II,24.31,22.82,0.4633,0.2506,0.2861,1.52,1.05,,,1.0,3.0,,,,,,
263,2017,2018-04-07,1849,Dutch Eredivisie,Roda JC,Zwolle,25.98,33.59,0.3656,0.3551,0.2792,1.43,1.41,28.7,0.0,3.0,2.0,,,,,,
36,2017,2017-09-15,1849,Dutch Eredivisie,Sparta,AZ,24.67,50.68,0.2126,0.5609,0.2265,1.3,2.2,,,0.0,2.0,,,,,,
249,2017,2018-03-18,1849,Dutch Eredivisie,Sparta,Ajax,23.32,69.09,0.0962,0.7332,0.1706,0.85,2.61,29.6,41.8,2.0,5.0,,,,,,
232,2017,2018-03-04,1849,Dutch Eredivisie,Sparta,Den Haag,19.66,37.65,0.2537,0.4525,0.2938,1.02,1.45,23.1,0.0,2.0,1.0,,,,,,
166,2017,2018-01-21,1849,Dutch Eredivisie,Sparta,Excelsior,15.93,30.83,0.2719,0.4441,0.284,1.13,1.52,17.5,12.3,2.0,3.0,,,,,,
147,2017,2017-12-17,1849,Dutch Eredivisie,Sparta,Feyenoord,22.18,55.01,0.1567,0.6033,0.24,0.87,1.93,,,0.0,7.0,,,,,,
87,2017,2017-10-29,1849,Dutch Eredivisie,Sparta,Groningen,21.11,34.62,0.3068,0.4227,0.2705,1.34,1.62,,,2.0,1.0,,,,,,
90,2017,2017-11-03,1849,Dutch Eredivisie,Sparta,Heerenveen,22.21,32.57,0.3422,0.3904,0.2674,1.48,1.59,,,0.0,0.0,,,,,,
301,2017,2018-05-06,1849,Dutch Eredivisie,Sparta,Heracles,21.56,29.73,0.3565,0.3847,0.2588,1.6,1.67,0.6,0.0,2.0,5.0,,,,,,
285,2017,2018-04-18,1849,Dutch Eredivisie,Sparta,NAC,19.83,31.65,0.3081,0.4178,0.2742,1.32,1.57,19.9,14.1,2.0,1.0,,,,,,
200,2017,2018-02-10,1849,Dutch Eredivisie,Sparta,PSV,16.92,69.31,0.0606,0.8037,0.1357,0.69,2.87,20.6,64.0,1.0,2.0,,,,,,
62,2017,2017-10-01,1849,Dutch Eredivisie,Sparta,Roda JC,22.78,22.22,0.46,0.2636,0.2764,1.6,1.15,,,1.0,2.0,,,,,,
32,2017,2017-09-10,1849,Dutch Eredivisie,Sparta,Twente,23.98,35.84,0.323,0.4155,0.2615,1.47,1.7,,,1.0,0.0,,,,,,
114,2017,2017-11-26,1849,Dutch Eredivisie,Sparta,Utrecht,22.68,43.45,0.2518,0.4919,0.2563,1.25,1.83,,,1.0,3.0,,,,,,
265,2017,2018-04-07,1849,Dutch Eredivisie,Sparta,VVV Venlo,22.75,28.08,0.3735,0.3133,0.3132,1.22,1.09,19.6,0.2,3.0,2.0,,,,,,
160,2017,2018-01-16,1849,Dutch Eredivisie,Sparta,Vitesse,16.5,48.06,0.1485,0.6216,0.2299,0.88,2.03,11.6,11.6,0.0,1.0,,,,,,
185,2017,2018-02-04,1849,Dutch Eredivisie,Sparta,Willem II,16.26,29.82,0.2903,0.4486,0.2611,1.36,1.74,15.2,33.7,1.0,0.0,,,,,,
17,2017,2017-08-20,1849,Dutch Eredivisie,Sparta,Zwolle,23.44,35.37,0.3266,0.4257,0.2477,1.62,1.87,,,1.0,1.0,,,,,,
191,2017,2018-02-07,1849,Dutch Eredivisie,Twente,AZ,32.87,52.89,0.2625,0.4734,0.2641,1.23,1.73,33.8,6.3,0.0,4.0,,,,,,
119,2017,2017-12-02,1849,Dutch Eredivisie,Twente,Ajax,32.89,74.82,0.1072,0.7316,0.1612,1.06,2.89,,,3.0,3.0,,,,,,
130,2017,2017-12-09,1849,Dutch Eredivisie,Twente,Den Haag,36.0,31.15,0.4957,0.2506,0.2537,1.86,1.26,,,2.0,3.0,,,,,,
81,2017,2017-10-27,1849,Dutch Eredivisie,Twente,Excelsior,38.78,29.46,0.5534,0.1978,0.2489,1.89,1.04,,,1.0,3.0,,,,,,
267,2017,2018-04-08,1849,Dutch Eredivisie,Twente,Feyenoord,28.7,58.33,0.1948,0.5709,0.2344,1.13,2.07,25.9,0.0,1.0,3.0,,,,,,
233,2017,2018-03-04,1849,Dutch Eredivisie,Twente,Groningen,29.0,34.86,0.3913,0.3385,0.2702,1.57,1.44,46.8,12.7,1.0,1.0,,,,,,
100,2017,2017-11-18,1849,Dutch Eredivisie,Twente,Heerenveen,38.72,32.56,0.521,0.2382,0.2408,2.02,1.31,,,0.0,4.0,,,,,,
54,2017,2017-09-29,1849,Dutch Eredivisie,Twente,Heracles,38.84,38.69,0.4677,0.2774,0.2549,1.83,1.37,,,2.0,1.0,,,,,,
303,2017,2018-05-06,1849,Dutch Eredivisie,Twente,NAC,26.26,33.77,0.3646,0.3455,0.2899,1.35,1.31,0.0,0.0,1.0,1.0,,,,,,
174,2017,2018-01-27,1849,Dutch Eredivisie,Twente,PSV,35.27,67.09,0.1764,0.6181,0.2055,1.26,2.45,20.8,80.1,0.0,2.0,,,,,,
76,2017,2017-10-21,1849,Dutch Eredivisie,Twente,Roda JC,36.64,24.12,0.5927,0.1684,0.2389,1.97,0.94,,,3.0,0.0,,,,,,
214,2017,2018-02-18,1849,Dutch Eredivisie,Twente,Sparta,30.75,17.72,0.6098,0.1481,0.2421,1.9,0.81,48.8,23.2,1.0,1.0,,,,,,
41,2017,2017-09-17,1849,Dutch Eredivisie,Twente,Utrecht,34.67,49.59,0.3044,0.4189,0.2768,1.29,1.55,,,4.0,0.0,,,,,,
10,2017,2017-08-19,1849,Dutch Eredivisie,Twente,VVV Venlo,39.76,28.29,0.5737,0.1844,0.2419,1.96,1.01,,,1.0,2.0,,,,,,
145,2017,2017-12-16,1849,Dutch Eredivisie,Twente,Vitesse,35.48,48.19,0.3115,0.431,0.2575,1.47,1.76,,,1.0,1.0,,,,,,
244,2017,2018-03-17,1849,Dutch Eredivisie,Twente,Willem II,28.26,37.46,0.3583,0.3693,0.2724,1.47,1.5,26.7,20.8,2.0,2.0,,,,,,
279,2017,2018-04-17,1849,Dutch Eredivisie,Twente,Zwolle,27.68,32.07,0.4039,0.3155,0.2805,1.5,1.29,15.3,0.0,2.0,0.0,,,,,,
161,2017,2018-01-19,1849,Dutch Eredivisie,Utrecht,AZ,41.85,54.11,0.3302,0.4062,0.2635,1.48,1.66,0.4,15.0,1.0,1.0,,,,,,
176,2017,2018-01-28,1849,Dutch Eredivisie,Utrecht,Ajax,41.85,74.64,0.168,0.6246,0.2074,1.18,2.39,0.0,65.6,0.0,0.0,,,,,,
266,2017,2018-04-08,1849,Dutch Eredivisie,Utrecht,Den Haag,47.34,31.82,0.5977,0.166,0.2363,1.99,0.94,0.0,0.0,3.0,3.0,,,,,,
106,2017,2017-11-19,1849,Dutch Eredivisie,Utrecht,Excelsior,42.16,32.7,0.5478,0.2088,0.2434,1.97,1.14,,,3.0,1.0,,,,,,
170,2017,2018-01-24,1849,Dutch Eredivisie,Utrecht,Feyenoord,41.71,60.77,0.2683,0.472,0.2598,1.29,1.78,0.2,6.0,1.0,1.0,,,,,,
286,2017,2018-04-19,1849,Dutch Eredivisie,Utrecht,Groningen,45.35,37.78,0.5239,0.2382,0.2379,2.06,1.34,0.0,0.0,1.0,1.0,,,,,,
66,2017,2017-10-14,1849,Dutch Eredivisie,Utrecht,Heerenveen,41.0,38.57,0.4868,0.2659,0.2473,1.94,1.39,,,3.0,1.0,,,,,,
148,2017,2017-12-17,1849,Dutch Eredivisie,Utrecht,Heracles,45.98,31.21,0.6267,0.168,0.2053,2.43,1.2,,,1.0,1.0,,,,,,
88,2017,2017-10-29,1849,Dutch Eredivisie,Utrecht,NAC,39.89,26.43,0.5959,0.1687,0.2354,2.01,0.97,,,2.0,2.0,,,,,,
49,2017,2017-09-24,1849,Dutch Eredivisie,Utrecht,PSV,44.82,61.98,0.2897,0.4414,0.2689,1.3,1.66,,,1.0,7.0,,,,,,
33,2017,2017-09-10,1849,Dutch Eredivisie,Utrecht,Roda JC,48.96,25.09,0.7456,0.0781,0.1763,2.38,0.63,,,2.0,0.0,,,,,,
190,2017,2018-02-07,1849,Dutch Eredivisie,Utrecht,Sparta,41.21,16.93,0.7682,0.0635,0.1683,2.37,0.53,0.0,21.2,1.0,0.0,,,,,,
224,2017,2018-02-25,1849,Dutch Eredivisie,Utrecht,Twente,44.15,29.64,0.6063,0.1582,0.2355,1.99,0.9,0.0,43.5,3.0,1.0,,,,,,
299,2017,2018-05-06,1849,Dutch Eredivisie,Utrecht,VVV Venlo,44.13,22.55,0.72,0.098,0.182,2.44,0.78,0.0,0.0,1.0,0.0,,,,,,
240,2017,2018-03-11,1849,Dutch Eredivisie,Utrecht,Vitesse,43.31,50.82,0.3766,0.344,0.2794,1.46,1.38,0.0,0.0,5.0,1.0,,,,,,
15,2017,2017-08-20,1849,Dutch Eredivisie,Utrecht,Willem II,49.4,27.28,0.6701,0.1115,0.2183,2.05,0.69,,,2.0,0.0,,,,,,
198,2017,2018-02-10,1849,Dutch Eredivisie,Utrecht,Zwolle,40.84,35.87,0.5024,0.2256,0.272,1.66,1.03,0.0,0.1,2.0,1.0,,,,,,
122,2017,2017-12-03,1849,Dutch Eredivisie,VVV Venlo,AZ,28.1,48.52,0.2597,0.4738,0.2664,1.2,1.71,,,0.0,2.0,,,,,,
24,2017,2017-08-27,1849,Dutch Eredivisie,VVV Venlo,Ajax,30.22,65.12,0.1534,0.625,0.2216,0.96,2.14,,,0.0,2.0,,,,,,
74,2017,2017-10-21,1849,Dutch Eredivisie,VVV Venlo,Den Haag,32.61,30.39,0.4696,0.2436,0.2868,1.52,1.02,,,0.0,2.0,,,,,,
236,2017,2018-03-10,1849,Dutch Eredivisie,VVV Venlo,Excelsior,31.19,33.73,0.4223,0.2626,0.3151,1.28,0.94,0.0,0.1,2.0,3.0,,,,,,
187,2017,2018-02-04,1849,Dutch Eredivisie,VVV Venlo,Feyenoord,30.98,60.68,0.1969,0.5362,0.267,0.93,1.71,1.9,3.5,1.0,0.0,,,,,,
207,2017,2018-02-16,1849,Dutch Eredivisie,VVV Venlo,Groningen,29.92,35.34,0.4078,0.294,0.2982,1.37,1.12,0.5,16.8,1.0,1.0,,,,,,
273,2017,2018-04-14,1849,Dutch Eredivisie,VVV Venlo,Heerenveen,27.25,36.98,0.3549,0.3522,0.2929,1.31,1.3,0.9,0.0,0.0,2.0,,,,,,
158,2017,2017-12-24,1849,Dutch Eredivisie,VVV Venlo,Heracles,27.27,31.99,0.4152,0.3121,0.2726,1.59,1.34,13.1,13.1,3.0,1.0,,,,,,
94,2017,2017-11-04,1849,Dutch Eredivisie,VVV Venlo,NAC,27.58,27.65,0.4511,0.2667,0.2822,1.54,1.13,,,0.0,0.0,,,,,,
68,2017,2017-10-15,1849,Dutch Eredivisie,VVV Venlo,PSV,32.55,69.27,0.1533,0.6239,0.2228,0.95,2.13,,,2.0,5.0,,,,,,
289,2017,2018-04-29,1849,Dutch Eredivisie,VVV Venlo,Roda JC,25.24,28.91,0.4165,0.3004,0.2831,1.49,1.23,0.0,0.1,1.0,4.0,,,,,,
2,2017,2017-08-12,1849,Dutch Eredivisie,VVV Venlo,Sparta,25.92,25.76,0.4622,0.2752,0.2626,1.71,1.27,,,3.0,0.0,,,,,,
257,2017,2018-04-01,1849,Dutch Eredivisie,VVV Venlo,Twente,28.84,28.47,0.46,0.2513,0.2887,1.5,1.04,0.6,29.2,0.0,0.0,,,,,,
137,2017,2017-12-13,1849,Dutch Eredivisie,VVV Venlo,Utrecht,27.19,45.19,0.2832,0.4549,0.2619,1.33,1.74,,,0.0,1.0,,,,,,
220,2017,2018-02-24,1849,Dutch Eredivisie,VVV Venlo,Vitesse,29.56,48.42,0.271,0.4052,0.3238,0.93,1.21,0.1,0.0,2.0,2.0,,,,,,
109,2017,2017-11-25,1849,Dutch Eredivisie,VVV Venlo,Willem II,28.28,27.62,0.4632,0.2517,0.2851,1.53,1.06,,,3.0,3.0,,,,,,
50,2017,2017-09-24,1849,Dutch Eredivisie,VVV Venlo,Zwolle,30.37,35.97,0.4018,0.3203,0.2778,1.52,1.33,,,1.0,1.0,,,,,,
19,2017,2017-08-26,1849,Dutch Eredivisie,Vitesse,AZ,47.5,49.98,0.4452,0.3042,0.2506,1.86,1.51,,,1.0,2.0,,,,,,
231,2017,2018-03-04,1849,Dutch Eredivisie,Vitesse,Ajax,47.98,69.66,0.2563,0.4758,0.2679,1.18,1.69,0.0,36.6,3.0,2.0,,,,,,
116,2017,2017-11-26,1849,Dutch Eredivisie,Vitesse,Den Haag,48.48,36.01,0.5765,0.1735,0.25,1.86,0.91,,,2.0,0.0,,,,,,
208,2017,2018-02-17,1849,Dutch Eredivisie,Vitesse,Excelsior,51.31,29.9,0.6683,0.1016,0.23,1.9,0.58,0.1,8.1,1.0,2.0,,,,,,
204,2017,2018-02-11,1849,Dutch Eredivisie,Vitesse,Feyenoord,48.08,60.25,0.3427,0.3459,0.3115,1.17,1.17,0.0,1.2,3.0,1.0,,,,,,
180,2017,2018-02-02,1849,Dutch Eredivisie,Vitesse,Groningen,48.52,39.41,0.5726,0.1856,0.2418,1.96,1.02,0.1,4.9,2.0,0.0,,,,,,
165,2017,2018-01-20,1849,Dutch Eredivisie,Vitesse,Heerenveen,48.4,34.63,0.6082,0.1518,0.24,1.93,0.84,0.2,2.3,1.0,1.0,,,,,,
245,2017,2018-03-17,1849,Dutch Eredivisie,Vitesse,Heracles,46.82,31.73,0.6258,0.1643,0.2099,2.34,1.13,0.0,0.0,0.0,0.0,,,,,,
3,2017,2017-08-12,1849,Dutch Eredivisie,Vitesse,NAC,43.94,28.89,0.6171,0.1529,0.2299,2.01,0.88,,,4.0,1.0,,,,,,
86,2017,2017-10-29,1849,Dutch Eredivisie,Vitesse,PSV,52.74,71.37,0.2893,0.452,0.2587,1.38,1.77,,,2.0,4.0,,,,,,
252,2017,2018-03-31,1849,Dutch Eredivisie,Vitesse,Roda JC,45.64,21.6,0.7536,0.0729,0.1735,2.38,0.59,0.0,28.0,0.0,3.0,,,,,,
272,2017,2018-04-14,1849,Dutch Eredivisie,Vitesse,Sparta,39.3,24.03,0.6265,0.1466,0.2269,2.06,0.88,0.0,21.9,7.0,0.0,,,,,,
288,2017,2018-04-29,1849,Dutch Eredivisie,Vitesse,Twente,46.68,29.37,0.6269,0.152,0.2211,2.15,0.95,0.0,23.7,5.0,0.0,,,,,,
61,2017,2017-10-01,1849,Dutch Eredivisie,Vitesse,Utrecht,50.03,40.32,0.5607,0.1999,0.2394,2.01,1.12,,,1.0,1.0,,,,,,
44,2017,2017-09-17,1849,Dutch Eredivisie,Vitesse,VVV Venlo,49.39,29.28,0.6523,0.1263,0.2213,2.06,0.78,,,1.0,1.0,,,,,,
135,2017,2017-12-13,1849,Dutch Eredivisie,Vitesse,Willem II,49.78,29.66,0.6735,0.1171,0.2094,2.17,0.78,,,2.0,2.0,,,,,,
97,2017,2017-11-05,1849,Dutch Eredivisie,Vitesse,Zwolle,50.94,41.04,0.5527,0.1943,0.2529,1.85,1.0,,,0.0,0.0,,,,,,
179,2017,2018-01-28,1849,Dutch Eredivisie,Willem II,AZ,31.61,53.84,0.2363,0.5223,0.2415,1.3,2.01,21.2,8.3,0.0,2.0,,,,,,
84,2017,2017-10-28,1849,Dutch Eredivisie,Willem II,Ajax,27.38,71.69,0.1009,0.7117,0.1874,0.78,2.38,,,1.0,3.0,,,,,,
28,2017,2017-09-09,1849,Dutch Eredivisie,Willem II,Den Haag,23.92,28.36,0.4003,0.3058,0.2939,1.39,1.18,,,1.0,2.0,,,,,,
6,2017,2017-08-13,1849,Dutch Eredivisie,Willem II,Excelsior,28.59,30.47,0.4423,0.2814,0.2763,1.56,1.19,,,1.0,2.0,,,,,,
284,2017,2018-04-18,1849,Dutch Eredivisie,Willem II,Feyenoord,39.34,60.2,0.2597,0.5029,0.2374,1.45,2.07,0.0,0.0,1.0,5.0,,,,,,
168,2017,2018-01-21,1849,Dutch Eredivisie,Willem II,Groningen,31.84,40.38,0.3689,0.3898,0.2413,1.83,1.89,22.8,7.3,1.0,1.0,,,,,,
45,2017,2017-09-23,1849,Dutch Eredivisie,Willem II,Heerenveen,25.29,41.36,0.297,0.4381,0.2649,1.36,1.69,,,1.0,2.0,,,,,,
120,2017,2017-12-02,1849,Dutch Eredivisie,Willem II,Heracles,28.44,36.36,0.3726,0.3753,0.2521,1.71,1.72,,,3.0,1.0,,,,,,
126,2017,2017-12-08,1849,Dutch Eredivisie,Willem II,NAC,30.33,25.53,0.5073,0.2406,0.2521,1.88,1.23,,,1.0,1.0,,,,,,
237,2017,2018-03-10,1849,Dutch Eredivisie,Willem II,PSV,29.41,69.87,0.1247,0.6841,0.1912,0.96,2.46,31.1,19.1,5.0,0.0,,,,,,
223,2017,2018-02-25,1849,Dutch Eredivisie,Willem II,Roda JC,30.74,25.32,0.5227,0.2299,0.2474,1.93,1.22,52.3,53.8,1.0,0.0,,,,,,
101,2017,2017-11-18,1849,Dutch Eredivisie,Willem II,Sparta,28.37,21.8,0.5242,0.2017,0.2741,1.64,0.92,,,2.0,2.0,,,,,,
70,2017,2017-10-15,1849,Dutch Eredivisie,Willem II,Twente,23.39,39.35,0.2863,0.4321,0.2815,1.2,1.53,,,3.0,1.0,,,,,,
255,2017,2018-03-31,1849,Dutch Eredivisie,Willem II,Utrecht,37.45,48.41,0.3483,0.3943,0.2574,1.59,1.7,13.9,0.0,3.0,2.0,,,,,,
194,2017,2018-02-07,1849,Dutch Eredivisie,Willem II,VVV Venlo,28.67,32.3,0.394,0.3101,0.2959,1.36,1.18,39.6,0.5,3.0,0.0,,,,,,
302,2017,2018-05-06,1849,Dutch Eredivisie,Willem II,Vitesse,37.81,50.78,0.3327,0.4191,0.2482,1.64,1.86,0.0,0.0,2.0,2.0,,,,,,
143,2017,2017-12-16,1849,Dutch Eredivisie,Willem II,Zwolle,31.53,41.65,0.3325,0.3879,0.2796,1.35,1.48,,,2.0,3.0,,,,,,
134,2017,2017-12-12,1849,Dutch Eredivisie,Zwolle,AZ,41.81,54.13,0.3445,0.3654,0.2901,1.3,1.35,,,1.0,1.0,,,,,,
215,2017,2018-02-18,1849,Dutch Eredivisie,Zwolle,Ajax,35.53,71.21,0.1564,0.637,0.2067,1.09,2.36,0.1,59.9,0.0,1.0,,,,,,
85,2017,2017-10-28,1849,Dutch Eredivisie,Zwolle,Den Haag,39.52,33.07,0.5098,0.218,0.2722,1.66,1.0,,,2.0,0.0,,,,,,
274,2017,2018-04-14,1849,Dutch Eredivisie,Zwolle,Excelsior,32.63,31.74,0.4624,0.2706,0.2669,1.7,1.24,0.0,0.0,1.0,1.0,,,,,,
251,2017,2018-03-18,1849,Dutch Eredivisie,Zwolle,Feyenoord,31.17,54.26,0.2412,0.4846,0.2741,1.08,1.64,0.0,0.0,3.0,4.0,,,,,,
56,2017,2017-09-30,1849,Dutch Eredivisie,Zwolle,Groningen,36.13,37.4,0.4464,0.3002,0.2534,1.83,1.47,,,3.0,2.0,,,,,,
189,2017,2018-02-06,1849,Dutch Eredivisie,Zwolle,Heerenveen,34.95,35.45,0.4512,0.2688,0.28,1.56,1.15,0.1,0.3,3.0,2.0,,,,,,
40,2017,2017-09-16,1849,Dutch Eredivisie,Zwolle,Heracles,35.28,39.8,0.4147,0.3368,0.2485,1.85,1.65,,,2.0,1.0,,,,,,
164,2017,2018-01-20,1849,Dutch Eredivisie,Zwolle,NAC,38.09,27.41,0.5676,0.1752,0.2572,1.79,0.88,0.4,29.3,1.0,0.0,,,,,,
104,2017,2017-11-19,1849,Dutch Eredivisie,Zwolle,PSV,41.2,71.54,0.2052,0.5722,0.2225,1.29,2.25,,,0.0,1.0,,,,,,
5,2017,2017-08-13,1849,Dutch Eredivisie,Zwolle,Roda JC,34.01,27.36,0.5259,0.2253,0.2489,1.88,1.16,,,4.0,2.0,,,,,,
253,2017,2018-03-31,1849,Dutch Eredivisie,Zwolle,Sparta,32.35,23.96,0.5493,0.1956,0.2551,1.82,0.99,0.0,28.0,2.0,0.0,,,,,,
21,2017,2017-08-26,1849,Dutch Eredivisie,Zwolle,Twente,35.2,37.66,0.4272,0.3199,0.2529,1.81,1.54,,,2.0,0.0,,,,,,
117,2017,2017-12-01,1849,Dutch Eredivisie,Zwolle,Utrecht,41.34,44.93,0.4365,0.292,0.2715,1.62,1.29,,,1.0,1.0,,,,,,
230,2017,2018-03-04,1849,Dutch Eredivisie,Zwolle,VVV Venlo,33.53,30.66,0.4655,0.2286,0.3059,1.38,0.88,0.0,0.1,1.0,1.0,,,,,,
173,2017,2018-01-27,1849,Dutch Eredivisie,Zwolle,Vitesse,38.18,47.16,0.3529,0.3352,0.3119,1.19,1.15,0.3,0.0,1.0,2.0,,,,,,
291,2017,2018-04-29,1849,Dutch Eredivisie,Zwolle,Willem II,30.16,36.73,0.3927,0.3448,0.2625,1.65,1.53,0.0,0.0,0.0,1.0,,,,,,
538,2018,2019-03-17,1849,Dutch Eredivisie,AZ,Ajax,62.67,83.93,0.1715,0.6196,0.2089,1.2,2.39,0.0,100.0,1.0,0.0,,,,,,
568,2018,2019-04-13,1849,Dutch Eredivisie,AZ,Den Haag,62.36,43.09,0.5261,0.2194,0.2545,1.85,1.12,0.0,0.3,2.0,3.0,,,,,,
443,2018,2018-12-15,1849,Dutch Eredivisie,AZ,Excelsior,54.62,29.73,0.7268,0.1079,0.1653,2.82,1.03,0.4,34.1,2.0,1.0,,,,,,
481,2018,2019-02-02,1849,Dutch Eredivisie,AZ,FC Emmen,58.49,36.25,0.6508,0.1359,0.2134,2.2,0.9,0.0,23.0,5.0,0.0,,,,,,
346,2018,2018-09-16,1849,Dutch Eredivisie,AZ,Feyenoord,62.97,64.45,0.4365,0.3251,0.2384,2.03,1.74,34.0,46.0,1.0,1.0,,,,,,
520,2018,2019-03-03,1849,Dutch Eredivisie,AZ,Fortuna Sittard,63.67,30.45,0.7996,0.0658,0.1346,2.98,0.78,0.0,29.3,4.0,2.0,,,,,,
399,2018,2018-11-03,1849,Dutch Eredivisie,AZ,Graafschap,54.73,29.07,0.7167,0.104,0.1793,2.53,0.87,3.4,46.1,1.0,0.0,,,,,,
544,2018,2019-03-30,1849,Dutch Eredivisie,AZ,Groningen,63.57,47.23,0.4601,0.234,0.3059,1.38,0.9,0.0,0.0,1.0,0.0,,,,,,
395,2018,2018-10-28,1849,Dutch Eredivisie,AZ,Heerenveen,56.79,42.88,0.5913,0.1978,0.211,2.43,1.37,1.2,11.3,2.0,3.0,,,,,,
587,2018,2019-04-23,1849,Dutch Eredivisie,AZ,Heracles,59.36,41.31,0.502,0.2495,0.2485,1.93,1.31,0.0,0.0,2.0,1.0,,,,,,
314,2018,2018-08-12,1849,Dutch Eredivisie,AZ,NAC,60.16,39.0,0.6629,0.1204,0.2167,2.11,0.77,39.1,21.1,5.0,0.0,,,,,,
602,2018,2019-05-12,1849,Dutch Eredivisie,AZ,PSV,59.12,76.86,0.2034,0.5511,0.2455,1.1,1.95,0.0,94.3,1.0,0.0,,,,,,
460,2018,2019-01-19,1849,Dutch Eredivisie,AZ,Utrecht,54.11,52.25,0.4179,0.3192,0.2629,1.69,1.46,0.1,0.0,3.0,0.0,,,,,,
